sentence,negative,neutral,positive,predicted_label
"""Absolutely realhave pages and everything.",0.05147005617618561,0.726879894733429,0.2216501086950302,Neutral
I thought they'd be a nice durable cardboard.,0.01532682217657566,0.17873255908489227,0.8059406280517578,Positive
"Matter of fact, they're absolutely real.",0.023284118622541428,0.3774721920490265,0.5992436408996582,Positive
Pages andHere!,0.02186495065689087,0.5965022444725037,0.38163280487060547,Neutral
"Lemme show you.""",0.04650469124317169,0.715471088886261,0.23802423477172852,Neutral
"Taking our scepticism for granted, he rushed to the bookcases and returned with Volume One of the Stoddard Lectures.",0.1436273753643036,0.7704916596412659,0.08588091284036636,Neutral
"""See!""",0.1092974990606308,0.6376416087150574,0.25306084752082825,Neutral
he cried triumphantly.,0.01426815614104271,0.2075570672750473,0.7781747579574585,Positive
"""It's a bonafide piece of printed matter.",0.691892683506012,0.2850585877895355,0.023048708215355873,Negative
It fooled me.,0.42015504837036133,0.49471428990364075,0.0851307362318039,Neutral
This fella's a regular Belasco.,0.12198422104120255,0.807020366191864,0.07099544256925583,Neutral
It's a triumph.,0.00927466806024313,0.1751893013715744,0.8155359625816345,Positive
What thoroughness!,0.10011938959360123,0.4486934542655945,0.4511871635913849,Positive
What realism!,0.24729907512664795,0.5735254883766174,0.1791754513978958,Neutral
"Knew when to stop, toodidn't cut the pages.",0.4327771067619324,0.5287128686904907,0.038509972393512726,Neutral
But what do you want?,0.21913468837738037,0.7329695820808411,0.047895725816488266,Neutral
"What do you expect?""",0.21656206250190735,0.7407272458076477,0.04271068051457405,Neutral
"He snatched the book from me and replaced it hastily on its shelf, muttering that if one brick was removed the whole library was liable to collapse.",0.6662117838859558,0.3160662055015564,0.017721978947520256,Negative
"""Who brought you?""",0.19961416721343994,0.7617655396461487,0.03862025961279869,Neutral
he demanded.,0.23303066194057465,0.6403404474258423,0.1266288161277771,Neutral
"""Or did you just come?",0.1413222998380661,0.8139484524726868,0.044729288667440414,Neutral
I was brought.,0.11069206148386002,0.7511249780654907,0.1381828933954239,Neutral
"Most people were brought.""",0.19489671289920807,0.7506258487701416,0.05447743460536003,Neutral
"Jordan looked at him alertly, cheerfully, without answering.",0.003966190852224827,0.19771656394004822,0.7983173131942749,Positive
"""I was brought by a woman named Roosevelt,"" he continued.",0.045003846287727356,0.8975821733474731,0.05741401016712189,Neutral
"""Mrs. Claud Roosevelt.",0.10031045228242874,0.8097511529922485,0.08993837237358093,Neutral
Do you know her?,0.10384456813335419,0.8387343287467957,0.05742117390036583,Neutral
I met her somewhere last night.,0.016856946051120758,0.8791360259056091,0.10400697588920593,Neutral
"I've been drunk for about a week now, and I thought it might sober me up to sit in a library.""",0.5257475972175598,0.39648422598838806,0.07776816189289093,Negative
"""Has it?""",0.17339348793029785,0.7389949560165405,0.08761158585548401,Neutral
"""A little bit, I think.",0.12291513383388519,0.7682335376739502,0.1088513433933258,Neutral
I can't tell yet.,0.27074724435806274,0.6886242628097534,0.04062854126095772,Neutral
I've only been here an hour.,0.22637444734573364,0.7029793858528137,0.07064617425203323,Neutral
Did I tell you about the books?,0.10922018438577652,0.8539470434188843,0.03683282062411308,Neutral
They're real.,0.0298213642090559,0.5921159982681274,0.3780626654624939,Neutral
"They're"" ""You told us.""",0.27602463960647583,0.6617544889450073,0.062220942229032516,Neutral
We shook hands with him gravely and went back outdoors.,0.11471447348594666,0.8136105537414551,0.07167503237724304,Neutral
"There was dancing now on the canvas in the garden old men pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the cornersand a great number of single girls dancing individually or relieving the orchestra for a moment of the burden of the banjo or the traps.",0.022538697347044945,0.6918395757675171,0.2856217920780182,Neutral
By midnight the hilarity had increased.,0.05072450265288353,0.4887838363647461,0.4604916274547577,Neutral
"A celebrated tenor had sung in Italian, and a notorious contralto had sung in jazz, and between the numbers people were doing ""stunts"" all over the garden, while happy, vacuous bursts of laughter rose toward the summer sky.",0.013547585345804691,0.32405343651771545,0.6623990535736084,Positive
"A pair of stage twins, who turned out to be the girls in yellow, did a baby act in costume, and champagne was served in glasses bigger than fingerbowls.",0.012631060555577278,0.5567165017127991,0.43065235018730164,Neutral
"The moon had risen higher, and floating in the Sound was a triangle of silver scales, trembling a little to the stiff, tinny drip of the banjoes on the lawn.",0.013005943037569523,0.6303777098655701,0.35661622881889343,Neutral
I was still with Jordan Baker.,0.025618819519877434,0.8682134747505188,0.10616769641637802,Neutral
"We were sitting at a table with a man of about my age and a rowdy little girl, who gave way upon the slightest provocation to uncontrollable laughter.",0.23620712757110596,0.5764026045799255,0.1873902529478073,Neutral
I was enjoying myself now.,0.010830064304172993,0.12350308150053024,0.8656668663024902,Positive
"I had taken two fingerbowls of champagne, and the scene had changed before my eyes into something significant, elemental, and profound.",0.010500342585146427,0.363932341337204,0.6255673766136169,Positive
At a lull in the entertainment the man looked at me and smiled.,0.0031330659985542297,0.24936208128929138,0.7475047707557678,Positive
"""Your face is familiar,"" he said politely.",0.014893841929733753,0.4117545485496521,0.5733516216278076,Positive
"""Weren't you in the First Division during the war?""",0.20878084003925323,0.7621454000473022,0.029073791578412056,Neutral
"""Why yes.",0.01769081875681877,0.3305770456790924,0.6517321467399597,Positive
"I was in the Twentyeighth Infantry.""",0.04981192573904991,0.8863095641136169,0.06387850642204285,Neutral
"""I was in the Sixteenth until June nineteeneighteen.",0.05614282563328743,0.8893638849258423,0.05449329689145088,Neutral
"I knew I'd seen you somewhere before.""",0.08499849587678909,0.7267601490020752,0.18824134767055511,Neutral
"We talked for a moment about some wet, grey little villages in France.",0.07879363745450974,0.8277996778488159,0.09340666979551315,Neutral
"Evidently he lived in this vicinity, for he told me that he had just bought a hydroplane, and was going to try it out in the morning.",0.020585734397172928,0.793707549571991,0.18570668995380402,Neutral
"""Want to go with me, old sport?",0.0521521158516407,0.8260432481765747,0.12180457264184952,Neutral
"Just near the shore along the Sound.""",0.034777916967868805,0.8683518767356873,0.09687026590108871,Neutral
"""What time?""",0.12316249310970306,0.8107444047927856,0.06609310954809189,Neutral
"""Any time that suits you best.""",0.02244626358151436,0.514015257358551,0.46353843808174133,Neutral
It was on the tip of my tongue to ask his name when Jordan looked around and smiled.,0.010000991635024548,0.6046819686889648,0.38531699776649475,Neutral
"""Having a gay time now?""",0.31870076060295105,0.6428400874137878,0.0384591743350029,Neutral
she inquired.,0.134932279586792,0.7418511509895325,0.12321651726961136,Neutral
"""Much better.""",0.02620065025985241,0.2701733708381653,0.7036259770393372,Positive
I turned again to my new acquaintance.,0.0051611498929560184,0.4773216247558594,0.5175172686576843,Positive
"""This is an unusual party for me.",0.22273603081703186,0.5952500104904175,0.18201403319835663,Neutral
I haven't even seen the host.,0.4297572374343872,0.5420464873313904,0.02819635346531868,Neutral
"I live over there"" I waved my hand at the invisible hedge in the distance, ""and this man Gatsby sent over his chauffeur with an invitation.""",0.03009089082479477,0.7754354476928711,0.19447362422943115,Neutral
For a moment he looked at me as if he failed to understand.,0.5577026009559631,0.4210144579410553,0.02128288708627224,Negative
"""I'm Gatsby,"" he said suddenly.",0.028735198080539703,0.7790217995643616,0.1922430843114853,Neutral
"""What!""",0.4344460964202881,0.4863962233066559,0.07915771007537842,Neutral
I exclaimed.,0.04820557311177254,0.3836982846260071,0.5680961012840271,Positive
"""Oh, I beg your pardon.""",0.25576871633529663,0.632672905921936,0.11155841499567032,Neutral
"""I thought you knew, old sport.",0.3625696003437042,0.5747048258781433,0.06272564828395844,Neutral
"I'm afraid I'm not a very good host.""",0.7355302572250366,0.2383682280778885,0.026101505383849144,Negative
He smiled understandinglymuch more than understandingly.,0.0058160945773124695,0.12167636305093765,0.8725074529647827,Positive
"It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life.",0.002222430892288685,0.06705000251531601,0.9307275414466858,Positive
"It facedor seemed to facethe whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favour.",0.12191249430179596,0.6636415123939514,0.21444599330425262,Neutral
"It understood you just so far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey.",0.018367450684309006,0.4792565405368805,0.5023760199546814,Positive
"Precisely at that point it vanishedand I was looking at an elegant young roughneck, a year or two over thirty, whose elaborate formality of speech just missed being absurd.",0.24435068666934967,0.5595188736915588,0.19613045454025269,Neutral
Some time before he introduced himself I'd got a strong impression that he was picking his words with care.,0.17634809017181396,0.7677530646324158,0.055898889899253845,Neutral
Almost at the moment when Mr. Gatsby identified himself a butler hurried toward him with the information that Chicago was calling him on the wire.,0.04403926059603691,0.9072986841201782,0.04866199567914009,Neutral
He excused himself with a small bow that included each of us in turn.,0.007467833813279867,0.5431250333786011,0.449407160282135,Neutral
"""If you want anything just ask for it, old sport,"" he urged me.",0.05108514800667763,0.7382456660270691,0.21066920459270477,Neutral
"""Excuse me.",0.40035033226013184,0.5287085771560669,0.0709410309791565,Neutral
"I will rejoin you later.""",0.010844881646335125,0.7265645861625671,0.262590616941452,Neutral
When he was gone I turned immediately to Jordanconstrained to assure her of my surprise.,0.023860197514295578,0.6845113039016724,0.29162850975990295,Neutral
I had expected that Mr. Gatsby would be a florid and corpulent person in his middle years.,0.5359895825386047,0.4289131164550781,0.03509731590747833,Negative
"""Who is he?""",0.13341672718524933,0.794162929058075,0.0724204033613205,Neutral
I demanded.,0.24584554135799408,0.60731440782547,0.14684003591537476,Neutral
"""Do you know?""",0.17648541927337646,0.7479370832443237,0.0755774974822998,Neutral
"""He's just a man named Gatsby.""",0.13716557621955872,0.7212112545967102,0.1416231393814087,Neutral
"""Where is he from, I mean?",0.1521775871515274,0.8042623996734619,0.04356000944972038,Neutral
"And what does he do?""",0.16924968361854553,0.7840072512626648,0.04674311727285385,Neutral
"""Now you're started on the subject,"" she answered with a wan smile.",0.011804183945059776,0.6219471096992493,0.3662486970424652,Neutral
"""Well, he told me once he was an Oxford man.""",0.1135840192437172,0.803716242313385,0.0826997458934784,Neutral
"A dim background started to take shape behind him, but at her next remark it faded away.",0.1310356855392456,0.8228871822357178,0.0460771881043911,Neutral
"""However, I don't believe it.""",0.3900335729122162,0.5687165856361389,0.04124980419874191,Neutral
"""Why not?""",0.22471371293067932,0.7174645066261292,0.057821765542030334,Neutral
"""I don't know,"" she insisted, ""I just don't think he went there.""",0.3263589143753052,0.6368653178215027,0.03677577152848244,Neutral
"Something in her tone reminded me of the other girl's ""I think he killed a man,"" and had the effect of stimulating my curiosity.",0.23290657997131348,0.7030095458030701,0.06408386677503586,Neutral
I would have accepted without question the information that Gatsby sprang from the swamps of Louisiana or from the lower East Side of New York.,0.06400919705629349,0.8441490530967712,0.09184177964925766,Neutral
That was comprehensible.,0.017099551856517792,0.2245204597711563,0.7583799958229065,Positive
But young men didn'tat least in my provincial inexperience I believed they didn'tdrift coolly out of nowhere and buy a palace on Long Island Sound.,0.4071803390979767,0.5416083931922913,0.05121134966611862,Neutral
"""Anyhow, he gives large parties,"" said Jordan, changing the subject with an urban distaste for the concrete.",0.29389598965644836,0.631777286529541,0.0743267610669136,Neutral
"""And I like large parties.",0.033456478267908096,0.3854140341281891,0.5811294913291931,Positive
They're so intimate.,0.145872101187706,0.6563487648963928,0.19777913391590118,Neutral
"At small parties there isn't any privacy.""",0.3808642029762268,0.5643446445465088,0.0547911636531353,Neutral
"There was the boom of a bass drum, and the voice of the orchestra leader rang out suddenly above the echolalia of the garden.",0.017019202932715416,0.6511509418487549,0.33182987570762634,Neutral
"""Ladies and gentlemen,"" he cried.",0.3174600303173065,0.6004013419151306,0.08213865756988525,Neutral
"""At the request of Mr. Gatsby we are going to play for you Mr. Vladmir Tostoff's latest work, which attracted so much attention at Carnegie Hall last May.",0.0015755252679809928,0.1944906860589981,0.8039337396621704,Positive
"If you read the papers you know there was a big sensation.""",0.18374526500701904,0.7294570207595825,0.08679766207933426,Neutral
"He smiled with jovial condescension, and added ""Some sensation!""",0.005692413542419672,0.20147393643856049,0.7928336262702942,Positive
Whereupon everybody laughed.,0.11597125977277756,0.5523567795753479,0.33167192339897156,Neutral
"""The piece is known,"" he concluded lustily, ""as 'Vladmir Tostoff's Jazz History of the World!'",0.020009580999612808,0.6077044606208801,0.37228596210479736,Neutral
""" The nature of Mr. Tostoff's composition eluded me, because just as it began my eyes fell on Gatsby, standing alone on the marble steps and looking from one group to another with approving eyes.",0.37581977248191833,0.5291470885276794,0.0950331762433052,Neutral
His tanned skin was drawn attractively tight on his face and his short hair looked as though it were trimmed every day.,0.00818090233951807,0.4446735978126526,0.5471454858779907,Positive
I could see nothing sinister about him.,0.23669223487377167,0.6880499124526978,0.07525790482759476,Neutral
"I wondered if the fact that he was not drinking helped to set him off from his guests, for it seemed to me that he grew more correct as the fraternal hilarity increased.",0.0751468762755394,0.5781494975090027,0.3467036485671997,Neutral
"When the ""Jazz History of the World"" was over, girls were putting their heads on men's shoulders in a puppyish, convivial way, girls were swooning backward playfully into men's arms, even into groups, knowing that someone would arrest their fallsbut no one swooned backward on Gatsby, and no French bob touched Gatsby's shoulder, and no singing quartets were formed with Gatsby's head for one link.",0.30033937096595764,0.5509291291236877,0.14873147010803223,Neutral
"""I beg your pardon.""",0.17777025699615479,0.7042284607887268,0.11800134927034378,Neutral
Gatsby's butler was suddenly standing beside us.,0.052402086555957794,0.8592663407325745,0.08833154290914536,Neutral
"""Miss Baker?""",0.12982620298862457,0.8288653492927551,0.04130849242210388,Neutral
he inquired.,0.13003545999526978,0.75351881980896,0.11644569784402847,Neutral
"""I beg your pardon, but Mr. Gatsby would like to speak to you alone.""",0.09334084391593933,0.8012295961380005,0.10542955994606018,Neutral
"""With me?""",0.09785985201597214,0.8394391536712646,0.06270097196102142,Neutral
she exclaimed in surprise.,0.012263711541891098,0.22870048880577087,0.7590358257293701,Positive
"""Yes, madame.""",0.020151352509856224,0.706142246723175,0.2737064063549042,Neutral
"She got up slowly, raising her eyebrows at me in astonishment, and followed the butler toward the house.",0.009610029868781567,0.5633745789527893,0.42701539397239685,Neutral
"I noticed that she wore her eveningdress, all her dresses, like sports clothesthere was a jauntiness about her movements as if she had first learned to walk upon golf courses on clean, crisp mornings.",0.06484150141477585,0.7643594741821289,0.17079906165599823,Neutral
I was alone and it was almost two.,0.31518256664276123,0.6197889447212219,0.06502847373485565,Neutral
"For some time confused and intriguing sounds had issued from a long, manywindowed room which overhung the terrace.",0.06188473850488663,0.67919921875,0.25891605019569397,Neutral
"Eluding Jordan's undergraduate, who was now engaged in an obstetrical conversation with two chorus girls, and who implored me to join him, I went inside.",0.027434229850769043,0.900172233581543,0.0723935142159462,Neutral
The large room was full of people.,0.00774876493960619,0.39315664768218994,0.5990946292877197,Positive
"One of the girls in yellow was playing the piano, and beside her stood a tall, redhaired young lady from a famous chorus, engaged in song.",0.008186710998415947,0.6330847144126892,0.3587285578250885,Neutral
"She had drunk a quantity of champagne, and during the course of her song she had decided, ineptly, that everything was very, very sadshe was not only singing, she was weeping too.",0.8275779485702515,0.15324558317661285,0.019176483154296875,Negative
"Whenever there was a pause in the song she filled it with gasping, broken sobs, and then took up the lyric again in a quavering soprano.",0.2549959421157837,0.657576858997345,0.0874272808432579,Neutral
"The tears coursed down her cheeksnot freely, however, for when they came into contact with her heavily beaded eyelashes they assumed an inky colour, and pursued the rest of their way in slow black rivulets.",0.21768887341022491,0.6962885856628418,0.0860225185751915,Neutral
"A humorous suggestion was made that she sing the notes on her face, whereupon she threw up her hands, sank into a chair, and went off into a deep vinous sleep.",0.4287473261356354,0.5159080624580383,0.05534464493393898,Neutral
"""She had a fight with a man who says he's her husband,"" explained a girl at my elbow.",0.3498656749725342,0.624272346496582,0.025861959904432297,Neutral
I looked around.,0.11218500882387161,0.7381308674812317,0.14968404173851013,Neutral
Most of the remaining women were now having fights with men said to be their husbands.,0.39008840918540955,0.5979964137077332,0.01191523764282465,Neutral
"Even Jordan's party, the quartet from East Egg, were rent asunder by dissension.",0.48038557171821594,0.5045042634010315,0.015110169537365437,Neutral
"One of the men was talking with curious intensity to a young actress, and his wife, after attempting to laugh at the situation in a dignified and indifferent way, broke down entirely and resorted to flank attacksat intervals she appeared suddenly at his side like an angry diamond, and hissed ""You promised!""",0.2917548418045044,0.5871554017066956,0.12108977884054184,Neutral
into his ear.,0.24174125492572784,0.6715492606163025,0.08670949190855026,Neutral
The reluctance to go home was not confined to wayward men.,0.691321074962616,0.30225059390068054,0.0064283497631549835,Negative
The hall was at present occupied by two deplorably sober men and their highly indignant wives.,0.4857979714870453,0.4428737759590149,0.07132826000452042,Negative
The wives were sympathizing with each other in slightly raised voices.,0.007759046275168657,0.43261536955833435,0.5596255660057068,Positive
"""Whenever he sees I'm having a good time he wants to go home.""",0.02442202717065811,0.32884037494659424,0.6467376351356506,Positive
"""Never heard anything so selfish in my life.""",0.8077231049537659,0.16692185401916504,0.025355078279972076,Negative
"""We're always the first ones to leave.""",0.29403480887413025,0.6289580464363098,0.07700712978839874,Neutral
"""So are we.""",0.0961093157529831,0.7777247428894043,0.126165971159935,Neutral
"""Well, we're almost the last tonight,"" said one of the men sheepishly.",0.22934381663799286,0.7115650773048401,0.05909103900194168,Neutral
"""The orchestra left half an hour ago.""",0.1785230040550232,0.7703074216842651,0.05116954445838928,Neutral
"In spite of the wives' agreement that such malevolence was beyond credibility, the dispute ended in a short struggle, and both wives were lifted, kicking, into the night.",0.2750658392906189,0.6750406622886658,0.04989352077245712,Neutral
As I waited for my hat in the hall the door of the library opened and Jordan Baker and Gatsby came out together.,0.01806703582406044,0.8745790719985962,0.10735387355089188,Neutral
"He was saying some last word to her, but the eagerness in his manner tightened abruptly into formality as several people approached him to say goodbye.",0.05058420076966286,0.7737212777137756,0.1756945252418518,Neutral
"Jordan's party were calling impatiently to her from the porch, but she lingered for a moment to shake hands.",0.040437404066324234,0.8722020387649536,0.08736055344343185,Neutral
"""I've just heard the most amazing thing,"" she whispered.",0.0020552994683384895,0.01999836042523384,0.977946400642395,Positive
"""How long were we in there?""",0.11345194280147552,0.8461355566978455,0.040412552654743195,Neutral
"""Why, about an hour.""",0.09398695826530457,0.8241442441940308,0.08186879754066467,Neutral
"""It was  simply amazing,"" she repeated abstractedly.",0.005490700248628855,0.048439547419548035,0.9460697174072266,Positive
"""But I swore I wouldn't tell it and here I am tantalizing you.""",0.28390249609947205,0.6174985766410828,0.09859897941350937,Neutral
She yawned gracefully in my face.,0.005582715850323439,0.2696150541305542,0.7248021364212036,Positive
"""Please come and see me  Phone book  Under the name of Mrs. Sigourney Howard  My aunt "" She was hurrying off as she talkedher brown hand waved a jaunty salute as she melted into her party at the door.",0.02244780957698822,0.6150953769683838,0.3624568581581116,Neutral
"Rather ashamed that on my first appearance I had stayed so late, I joined the last of Gatsby's guests, who were clustered around him.",0.6440732479095459,0.324110209941864,0.031816475093364716,Negative
I wanted to explain that I'd hunted for him early in the evening and to apologize for not having known him in the garden.,0.18567334115505219,0.7457484006881714,0.06857826560735703,Neutral
"""Don't mention it,"" he enjoined me eagerly.",0.07730899006128311,0.598010241985321,0.32468074560165405,Neutral
"""Don't give it another thought, old sport.""",0.42415863275527954,0.5052292943000793,0.0706120952963829,Neutral
The familiar expression held no more familiarity than the hand which reassuringly brushed my shoulder.,0.014463759958744049,0.4004586935043335,0.5850775837898254,Positive
"""And don't forget we're going up in the hydroplane tomorrow morning, at nine o'clock.""",0.010290959849953651,0.5936118364334106,0.39609718322753906,Neutral
"Then the butler, behind his shoulder ""Philadelphia wants you on the phone, sir.""",0.11653707921504974,0.8252643942832947,0.05819856747984886,Neutral
"""All right, in a minute.",0.021848825737833977,0.6298688054084778,0.3482823669910431,Neutral
"Tell them I'll be right there  Good night.""",0.008660649880766869,0.3272897005081177,0.6640496850013733,Positive
"""Good night.""",0.009508161805570126,0.3831861913204193,0.6073057055473328,Positive
"""Good night.""",0.009508161805570126,0.3831861913204193,0.6073057055473328,Positive
"He smiledand suddenly there seemed to be a pleasant significance in having been among the last to go, as if he had desired it all the time.",0.005113035906106234,0.13781718909740448,0.8570697903633118,Positive
"""Good night, old sport  Good night.""",0.009046354331076145,0.2343696504831314,0.7565839886665344,Positive
But as I walked down the steps I saw that the evening was not quite over.,0.06623522937297821,0.722044825553894,0.21171991527080536,Neutral
Fifty feet from the door a dozen headlights illuminated a bizarre and tumultuous scene.,0.19679854810237885,0.7253127694129944,0.07788868248462677,Neutral
"In the ditch beside the road, right side up, but violently shorn of one wheel, rested a new coup which had left Gatsby's drive not two minutes before.",0.12936100363731384,0.8151494264602661,0.055489566177129745,Neutral
"The sharp jut of a wall accounted for the detachment of the wheel, which was now getting considerable attention from half a dozen curious chauffeurs.",0.04608575627207756,0.7708150744438171,0.183099165558815,Neutral
"However, as they had left their cars blocking the road, a harsh, discordant din from those in the rear had been audible for some time, and added to the already violent confusion of the scene.",0.6770108342170715,0.30477961897850037,0.01820952072739601,Negative
"A man in a long duster had dismounted from the wreck and now stood in the middle of the road, looking from the car to the tyre and from the tyre to the observers in a pleasant, puzzled way.",0.06311722844839096,0.7239851355552673,0.2128976732492447,Neutral
"""See!""",0.1092974990606308,0.6376416087150574,0.25306084752082825,Neutral
he explained.,0.05233347415924072,0.6627591848373413,0.2849073112010956,Neutral
"""It went in the ditch.""",0.28054195642471313,0.6532666683197021,0.06619136780500412,Neutral
"The fact was infinitely astonishing to him, and I recognized first the unusual quality of wonder, and then the manit was the late patron of Gatsby's library.",0.012934849597513676,0.2311365157365799,0.755928635597229,Positive
"""How'd it happen?""",0.14408768713474274,0.7970198392868042,0.058892492204904556,Neutral
He shrugged his shoulders.,0.03126926347613335,0.7213966846466064,0.24733398854732513,Neutral
"""I know nothing whatever about mechanics,"" he said decisively.",0.3882530927658081,0.5766555070877075,0.03509138524532318,Neutral
"""But how did it happen?",0.2492264211177826,0.7106990814208984,0.04007452353835106,Neutral
"Did you run into the wall?""",0.1493535041809082,0.8116486668586731,0.03899779170751572,Neutral
"""Don't ask me,"" said Owl Eyes, washing his hands of the whole matter.",0.26659971475601196,0.6965799927711487,0.03682023659348488,Neutral
"""I know very little about drivingnext to nothing.",0.6329230666160583,0.33027783036231995,0.03679906949400902,Negative
"It happened, and that's all I know.""",0.0724860429763794,0.7927470207214355,0.13476695120334625,Neutral
"""Well, if you're a poor driver you oughtn't to try driving at night.""",0.7031046748161316,0.2745659351348877,0.022329436615109444,Negative
"""But I wasn't even trying,"" he explained indignantly, ""I wasn't even trying.""",0.7425065636634827,0.23172609508037567,0.025767415761947632,Negative
An awed hush fell upon the bystanders.,0.1106695607304573,0.7816485166549683,0.10768192261457443,Neutral
"""Do you want to commit suicide?""",0.5814682245254517,0.4059358537197113,0.01259587798267603,Negative
"""You're lucky it was just a wheel!",0.04006912186741829,0.31562796235084534,0.6443028450012207,Positive
"A bad driver and not even trying!""",0.8381272554397583,0.1445894092321396,0.017283227294683456,Negative
"""You don't understand,"" explained the criminal.",0.8480947017669678,0.14552883803844452,0.006376391742378473,Negative
"""I wasn't driving.",0.31550079584121704,0.6259641647338867,0.058535028249025345,Neutral
"There's another man in the car.""",0.15468254685401917,0.7628320455551147,0.0824853852391243,Neutral
"The shock that followed this declaration found voice in a sustained ""Ahhh!""",0.26759958267211914,0.558093249797821,0.17430715262889862,Neutral
as the door of the coup swung slowly open.,0.18429870903491974,0.782157301902771,0.033543992787599564,Neutral
"The crowdit was now a crowdstepped back involuntarily, and when the door had opened wide there was a ghostly pause.",0.06187265366315842,0.835633397102356,0.10249394178390503,Neutral
"Then, very gradually, part by part, a pale, dangling individual stepped out of the wreck, pawing tentatively at the ground with a large uncertain dancing shoe.",0.04260644689202309,0.8788880109786987,0.07850559800863266,Neutral
"Blinded by the glare of the headlights and confused by the incessant groaning of the horns, the apparition stood swaying for a moment before he perceived the man in the duster.",0.3465677797794342,0.6230045557022095,0.030427733436226845,Neutral
"""Wha's matter?""",0.21968938410282135,0.7272028923034668,0.053107790648937225,Neutral
he inquired calmly.,0.03792786970734596,0.6892186403274536,0.2728534936904907,Neutral
"""Did we run outa gas?""",0.2952985167503357,0.6704568266868591,0.03424469381570816,Neutral
"""Look!""",0.09620524197816849,0.5493770837783813,0.3544175922870636,Neutral
"Half a dozen fingers pointed at the amputated wheelhe stared at it for a moment, and then looked upward as though he suspected that it had dropped from the sky.",0.12662450969219208,0.8150594234466553,0.058316003531217575,Neutral
"""It came off,"" someone explained.",0.2616893947124481,0.6960154175758362,0.04229525849223137,Neutral
He nodded.,0.01262838114053011,0.3980090022087097,0.589362621307373,Positive
"""At first I din' notice we'd stopped.""",0.26388028264045715,0.6617932915687561,0.07432638853788376,Neutral
A pause.,0.19834882020950317,0.6350151300430298,0.16663601994514465,Neutral
"Then, taking a long breath and straightening his shoulders, he remarked in a determined voice ""Wonder'ff tell me where there's a gas'line station?""",0.024455377832055092,0.7610207200050354,0.21452391147613525,Neutral
"At least a dozen men, some of them a little better off than he was, explained to him that wheel and car were no longer joined by any physical bond.",0.08312998712062836,0.7436882853507996,0.17318183183670044,Neutral
"""Back out,"" he suggested after a moment.",0.06026989966630936,0.8733521699905396,0.06637788563966751,Neutral
"""Put her in reverse.""",0.20980487763881683,0.7300434708595276,0.060151614248752594,Neutral
"""But the wheel's off!""",0.17584024369716644,0.6206345558166504,0.20352526009082794,Neutral
He hesitated.,0.2454492747783661,0.6981067061424255,0.056444041430950165,Neutral
"""No harm in trying,"" he said.",0.06277751922607422,0.7285348773002625,0.20868752896785736,Neutral
The caterwauling horns had reached a crescendo and I turned away and cut across the lawn toward home.,0.31459078192710876,0.633388876914978,0.052020370960235596,Neutral
I glanced back once.,0.0897393524646759,0.7731152176856995,0.13714538514614105,Neutral
"A wafer of a moon was shining over Gatsby's house, making the night fine as before, and surviving the laughter and the sound of his still glowing garden.",0.002029737690463662,0.11067037284374237,0.8872998952865601,Positive
"A sudden emptiness seemed to flow now from the windows and the great doors, endowing with complete isolation the figure of the host, who stood on the porch, his hand up in a formal gesture of farewell.",0.3952162563800812,0.5760159492492676,0.028767801821231842,Neutral
"Reading over what I have written so far, I see I have given the impression that the events of three nights several weeks apart were all that absorbed me.",0.19152207672595978,0.7535584568977356,0.0549195297062397,Neutral
"On the contrary, they were merely casual events in a crowded summer, and, until much later, they absorbed me infinitely less than my personal affairs.",0.32033535838127136,0.5911276936531067,0.08853694051504135,Neutral
Most of the time I worked.,0.09673167020082474,0.7959527969360352,0.10731548070907593,Neutral
In the early morning the sun threw my shadow westward as I hurried down the white chasms of lower New York to the Probity Trust.,0.013689967803657055,0.8375639915466309,0.14874601364135742,Neutral
"I knew the other clerks and young bondsalesmen by their first names, and lunched with them in dark, crowded restaurants on little pig sausages and mashed potatoes and coffee.",0.07103672623634338,0.8065807223320007,0.1223825067281723,Neutral
"I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away.",0.43950754404067993,0.5010656714439392,0.05942679941654205,Neutral
I took dinner usually at the Yale Clubfor some reason it was the gloomiest event of my dayand then I went upstairs to the library and studied investments and securities for a conscientious hour.,0.2301217019557953,0.573898196220398,0.19598007202148438,Neutral
"There were generally a few rioters around, but they never came into the library, so it was a good place to work.",0.13801932334899902,0.42338481545448303,0.43859586119651794,Positive
"After that, if the night was mellow, I strolled down Madison Avenue past the old Murray Hill Hotel, and over 33rd Street to the Pennsylvania Station.",0.003662257920950651,0.6834701299667358,0.3128676414489746,Neutral
"I began to like New York, the racy, adventurous feel of it at night, and the satisfaction that the constant flicker of men and women and machines gives to the restless eye.",0.008278584107756615,0.14613941311836243,0.8455820083618164,Positive
"I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove.",0.028402134776115417,0.39976832270622253,0.5718294978141785,Positive
