sentence,neg,neu,pos,compound
"It understood you just so far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey.",0.0,0.73,0.27,0.9136
"Precisely at that point it vanishedand I was looking at an elegant young roughneck, a year or two over thirty, whose elaborate formality of speech just missed being absurd.",0.073,0.825,0.102,0.2263
Some time before he introduced himself I'd got a strong impression that he was picking his words with care.,0.0,0.641,0.359,0.8126
Almost at the moment when Mr. Gatsby identified himself a butler hurried toward him with the information that Chicago was calling him on the wire.,0.0,1.0,0.0,0.0
He excused himself with a small bow that included each of us in turn.,0.0,1.0,0.0,0.0
"""If you want anything just ask for it, old sport,"" he urged me.",0.0,0.902,0.098,0.0772
"""Excuse me.",0.0,0.435,0.565,0.0772
"I will rejoin you later.""",0.0,1.0,0.0,0.0
When he was gone I turned immediately to Jordanconstrained to assure her of my surprise.,0.0,0.727,0.273,0.5423
I had expected that Mr. Gatsby would be a florid and corpulent person in his middle years.,0.0,1.0,0.0,0.0
"""Who is he?""",0.0,1.0,0.0,0.0
I demanded.,1.0,0.0,0.0,-0.2263
"""Do you know?""",0.0,1.0,0.0,0.0
"""He's just a man named Gatsby.""",0.0,1.0,0.0,0.0
"""Where is he from, I mean?",0.0,1.0,0.0,0.0
"And what does he do?""",0.0,1.0,0.0,0.0
"""Now you're started on the subject,"" she answered with a wan smile.",0.0,0.8,0.2,0.3612
"""Well, he told me once he was an Oxford man.""",0.0,1.0,0.0,0.0
"A dim background started to take shape behind him, but at her next remark it faded away.",0.0,1.0,0.0,0.0
"""However, I don't believe it.""",0.0,1.0,0.0,0.0
"""Why not?""",0.0,1.0,0.0,0.0
"""I don't know,"" she insisted, ""I just don't think he went there.""",0.0,1.0,0.0,0.0
"Something in her tone reminded me of the other girl's ""I think he killed a man,"" and had the effect of stimulating my curiosity.",0.158,0.739,0.102,-0.3818
I would have accepted without question the information that Gatsby sprang from the swamps of Louisiana or from the lower East Side of New York.,0.084,0.837,0.08,-0.0258
That was comprehensible.,0.0,1.0,0.0,0.0
But young men didn'tat least in my provincial inexperience I believed they didn'tdrift coolly out of nowhere and buy a palace on Long Island Sound.,0.0,1.0,0.0,0.0
"""Anyhow, he gives large parties,"" said Jordan, changing the subject with an urban distaste for the concrete.",0.0,1.0,0.0,0.0
"""And I like large parties.",0.0,0.278,0.722,0.6369
They're so intimate.,0.0,1.0,0.0,0.0
"At small parties there isn't any privacy.""",0.0,0.69,0.31,0.4019
"There was the boom of a bass drum, and the voice of the orchestra leader rang out suddenly above the echolalia of the garden.",0.0,1.0,0.0,0.0
"""Ladies and gentlemen,"" he cried.",0.394,0.606,0.0,-0.3818
"""At the request of Mr. Gatsby we are going to play for you Mr. Vladmir Tostoff's latest work, which attracted so much attention at Carnegie Hall last May.",0.0,0.833,0.167,0.6369
"If you read the papers you know there was a big sensation.""",0.0,1.0,0.0,0.0
"He smiled with jovial condescension, and added ""Some sensation!""",0.0,0.511,0.489,0.7712
Whereupon everybody laughed.,0.0,0.4,0.6,0.4588
"""The piece is known,"" he concluded lustily, ""as 'Vladmir Tostoff's Jazz History of the World!'",0.0,1.0,0.0,0.0
""" The nature of Mr. Tostoff's composition eluded me, because just as it began my eyes fell on Gatsby, standing alone on the marble steps and looking from one group to another with approving eyes.",0.057,0.943,0.0,-0.25
His tanned skin was drawn attractively tight on his face and his short hair looked as though it were trimmed every day.,0.0,0.868,0.132,0.4939
I could see nothing sinister about him.,0.0,0.614,0.386,0.4847
"I wondered if the fact that he was not drinking helped to set him off from his guests, for it seemed to me that he grew more correct as the fraternal hilarity increased.",0.0,0.937,0.063,0.2732
"When the ""Jazz History of the World"" was over, girls were putting their heads on men's shoulders in a puppyish, convivial way, girls were swooning backward playfully into men's arms, even into groups, knowing that someone would arrest their fallsbut no one swooned backward on Gatsby, and no French bob touched Gatsby's shoulder, and no singing quartets were formed with Gatsby's head for one link.",0.125,0.808,0.067,-0.4939
"""I beg your pardon.""",0.0,1.0,0.0,0.0
Gatsby's butler was suddenly standing beside us.,0.0,1.0,0.0,0.0
"""Miss Baker?""",0.615,0.385,0.0,-0.1531
he inquired.,0.0,1.0,0.0,0.0
"""I beg your pardon, but Mr. Gatsby would like to speak to you alone.""",0.0,0.71,0.29,0.5994
"""With me?""",0.0,1.0,0.0,0.0
she exclaimed in surprise.,0.0,0.588,0.412,0.2732
"""Yes, madame.""",0.0,1.0,0.0,0.0
"She got up slowly, raising her eyebrows at me in astonishment, and followed the butler toward the house.",0.0,1.0,0.0,0.0
"I noticed that she wore her eveningdress, all her dresses, like sports clothesthere was a jauntiness about her movements as if she had first learned to walk upon golf courses on clean, crisp mornings.",0.0,0.852,0.148,0.6369
I was alone and it was almost two.,0.25,0.75,0.0,-0.25
"For some time confused and intriguing sounds had issued from a long, manywindowed room which overhung the terrace.",0.126,0.874,0.0,-0.3182
"Eluding Jordan's undergraduate, who was now engaged in an obstetrical conversation with two chorus girls, and who implored me to join him, I went inside.",0.0,0.818,0.182,0.5994
The large room was full of people.,0.0,1.0,0.0,0.0
"One of the girls in yellow was playing the piano, and beside her stood a tall, redhaired young lady from a famous chorus, engaged in song.",0.0,0.83,0.17,0.5423
"She had drunk a quantity of champagne, and during the course of her song she had decided, ineptly, that everything was very, very sadshe was not only singing, she was weeping too.",0.149,0.789,0.062,-0.4767
"Whenever there was a pause in the song she filled it with gasping, broken sobs, and then took up the lyric again in a quavering soprano.",0.231,0.769,0.0,-0.765
"The tears coursed down her cheeksnot freely, however, for when they came into contact with her heavily beaded eyelashes they assumed an inky colour, and pursued the rest of their way in slow black rivulets.",0.05,0.873,0.077,0.25
"A humorous suggestion was made that she sing the notes on her face, whereupon she threw up her hands, sank into a chair, and went off into a deep vinous sleep.",0.0,0.912,0.088,0.3818
"""She had a fight with a man who says he's her husband,"" explained a girl at my elbow.",0.157,0.843,0.0,-0.3818
I looked around.,0.0,1.0,0.0,0.0
Most of the remaining women were now having fights with men said to be their husbands.,0.153,0.847,0.0,-0.4019
"Even Jordan's party, the quartet from East Egg, were rent asunder by dissension.",0.0,0.816,0.184,0.4019
"One of the men was talking with curious intensity to a young actress, and his wife, after attempting to laugh at the situation in a dignified and indifferent way, broke down entirely and resorted to flank attacksat intervals she appeared suddenly at his side like an angry diamond, and hissed ""You promised!""",0.123,0.654,0.223,0.75
into his ear.,0.0,1.0,0.0,0.0
The reluctance to go home was not confined to wayward men.,0.194,0.806,0.0,-0.34
The hall was at present occupied by two deplorably sober men and their highly indignant wives.,0.171,0.829,0.0,-0.4754
The wives were sympathizing with each other in slightly raised voices.,0.0,1.0,0.0,0.0
"""Whenever he sees I'm having a good time he wants to go home.""",0.0,0.791,0.209,0.4404
"""Never heard anything so selfish in my life.""",0.363,0.637,0.0,-0.6113
"""We're always the first ones to leave.""",0.0,1.0,0.0,0.0
"""So are we.""",0.0,1.0,0.0,0.0
"""Well, we're almost the last tonight,"" said one of the men sheepishly.",0.0,1.0,0.0,0.0
"""The orchestra left half an hour ago.""",0.0,1.0,0.0,0.0
"In spite of the wives' agreement that such malevolence was beyond credibility, the dispute ended in a short struggle, and both wives were lifted, kicking, into the night.",0.243,0.665,0.092,-0.6369
As I waited for my hat in the hall the door of the library opened and Jordan Baker and Gatsby came out together.,0.0,1.0,0.0,0.0
"He was saying some last word to her, but the eagerness in his manner tightened abruptly into formality as several people approached him to say goodbye.",0.0,0.876,0.124,0.5499
"Jordan's party were calling impatiently to her from the porch, but she lingered for a moment to shake hands.",0.188,0.723,0.089,-0.2617
"""I've just heard the most amazing thing,"" she whispered.",0.0,0.662,0.338,0.624
"""How long were we in there?""",0.0,1.0,0.0,0.0
"""Why, about an hour.""",0.0,1.0,0.0,0.0
"""It was  simply amazing,"" she repeated abstractedly.",0.0,1.0,0.0,0.0
"""But I swore I wouldn't tell it and here I am tantalizing you.""",0.0,1.0,0.0,0.0
She yawned gracefully in my face.,0.0,0.595,0.405,0.5267
"""Please come and see me  Phone book  Under the name of Mrs. Sigourney Howard  My aunt "" She was hurrying off as she talkedher brown hand waved a jaunty salute as she melted into her party at the door.",0.0,0.76,0.24,0.8555
"Rather ashamed that on my first appearance I had stayed so late, I joined the last of Gatsby's guests, who were clustered around him.",0.129,0.871,0.0,-0.4767
I wanted to explain that I'd hunted for him early in the evening and to apologize for not having known him in the garden.,0.0,0.94,0.06,0.1027
"""Don't mention it,"" he enjoined me eagerly.",0.0,0.698,0.302,0.3818
"""Don't give it another thought, old sport.""",0.0,1.0,0.0,0.0
The familiar expression held no more familiarity than the hand which reassuringly brushed my shoulder.,0.109,0.594,0.297,0.5859
"""And don't forget we're going up in the hydroplane tomorrow morning, at nine o'clock.""",0.0,0.886,0.114,0.1695
"Then the butler, behind his shoulder ""Philadelphia wants you on the phone, sir.""",0.0,1.0,0.0,0.0
"""All right, in a minute.",0.0,1.0,0.0,0.0
"Tell them I'll be right there  Good night.""",0.0,0.707,0.293,0.4404
"""Good night.""",0.0,0.256,0.744,0.4404
"""Good night.""",0.0,0.256,0.744,0.4404
"He smiledand suddenly there seemed to be a pleasant significance in having been among the last to go, as if he had desired it all the time.",0.0,0.754,0.246,0.7579
"""Good night, old sport  Good night.""",0.0,0.408,0.592,0.7003
But as I walked down the steps I saw that the evening was not quite over.,0.0,1.0,0.0,0.0
Fifty feet from the door a dozen headlights illuminated a bizarre and tumultuous scene.,0.173,0.827,0.0,-0.3182
"In the ditch beside the road, right side up, but violently shorn of one wheel, rested a new coup which had left Gatsby's drive not two minutes before.",0.167,0.833,0.0,-0.7351
"The sharp jut of a wall accounted for the detachment of the wheel, which was now getting considerable attention from half a dozen curious chauffeurs.",0.0,0.905,0.095,0.3182
"However, as they had left their cars blocking the road, a harsh, discordant din from those in the rear had been audible for some time, and added to the already violent confusion of the scene.",0.279,0.721,0.0,-0.891
"A man in a long duster had dismounted from the wreck and now stood in the middle of the road, looking from the car to the tyre and from the tyre to the observers in a pleasant, puzzled way.",0.112,0.807,0.081,-0.0772
"""See!""",0.0,1.0,0.0,0.0
he explained.,0.0,1.0,0.0,0.0
"""It went in the ditch.""",0.0,1.0,0.0,0.0
"The fact was infinitely astonishing to him, and I recognized first the unusual quality of wonder, and then the manit was the late patron of Gatsby's library.",0.0,1.0,0.0,0.0
"""How'd it happen?""",0.0,1.0,0.0,0.0
He shrugged his shoulders.,0.0,1.0,0.0,0.0
"""I know nothing whatever about mechanics,"" he said decisively.",0.0,1.0,0.0,0.0
"""But how did it happen?",0.0,1.0,0.0,0.0
"Did you run into the wall?""",0.0,1.0,0.0,0.0
"""Don't ask me,"" said Owl Eyes, washing his hands of the whole matter.",0.0,0.916,0.084,0.0258
"""I know very little about drivingnext to nothing.",0.0,1.0,0.0,0.0
"It happened, and that's all I know.""",0.0,1.0,0.0,0.0
"""Well, if you're a poor driver you oughtn't to try driving at night.""",0.22,0.78,0.0,-0.4767
"""But I wasn't even trying,"" he explained indignantly, ""I wasn't even trying.""",0.0,1.0,0.0,0.0
An awed hush fell upon the bystanders.,0.0,1.0,0.0,0.0
"""Do you want to commit suicide?""",0.0,0.533,0.467,0.3612
"""You're lucky it was just a wheel!",0.0,0.618,0.382,0.4753
"A bad driver and not even trying!""",0.431,0.569,0.0,-0.5848
"""You don't understand,"" explained the criminal.",0.405,0.595,0.0,-0.5267
"""I wasn't driving.",0.0,1.0,0.0,0.0
"There's another man in the car.""",0.0,1.0,0.0,0.0
"The shock that followed this declaration found voice in a sustained ""Ahhh!""",0.224,0.776,0.0,-0.4389
as the door of the coup swung slowly open.,0.0,1.0,0.0,0.0
"The crowdit was now a crowdstepped back involuntarily, and when the door had opened wide there was a ghostly pause.",0.0,1.0,0.0,0.0
"Then, very gradually, part by part, a pale, dangling individual stepped out of the wreck, pawing tentatively at the ground with a large uncertain dancing shoe.",0.188,0.812,0.0,-0.6249
"Blinded by the glare of the headlights and confused by the incessant groaning of the horns, the apparition stood swaying for a moment before he perceived the man in the duster.",0.073,0.927,0.0,-0.3182
"""Wha's matter?""",0.0,1.0,0.0,0.0
he inquired calmly.,0.0,0.465,0.535,0.3182
"""Did we run outa gas?""",0.0,1.0,0.0,0.0
"""Look!""",0.0,1.0,0.0,0.0
"Half a dozen fingers pointed at the amputated wheelhe stared at it for a moment, and then looked upward as though he suspected that it had dropped from the sky.",0.066,0.934,0.0,-0.2263
"""It came off,"" someone explained.",0.0,1.0,0.0,0.0
He nodded.,0.0,1.0,0.0,0.0
"""At first I din' notice we'd stopped.""",0.0,1.0,0.0,0.0
A pause.,0.0,1.0,0.0,0.0
"Then, taking a long breath and straightening his shoulders, he remarked in a determined voice ""Wonder'ff tell me where there's a gas'line station?""",0.0,0.888,0.112,0.34
"At least a dozen men, some of them a little better off than he was, explained to him that wheel and car were no longer joined by any physical bond.",0.071,0.844,0.085,0.1045
"""Back out,"" he suggested after a moment.",0.0,1.0,0.0,0.0
"""Put her in reverse.""",0.0,1.0,0.0,0.0
"""But the wheel's off!""",0.0,1.0,0.0,0.0
He hesitated.,0.697,0.303,0.0,-0.3182
"""No harm in trying,"" he said.",0.588,0.412,0.0,-0.6908
The caterwauling horns had reached a crescendo and I turned away and cut across the lawn toward home.,0.12,0.8,0.08,-0.1779
I glanced back once.,0.0,1.0,0.0,0.0
"A wafer of a moon was shining over Gatsby's house, making the night fine as before, and surviving the laughter and the sound of his still glowing garden.",0.0,0.762,0.238,0.7351
"A sudden emptiness seemed to flow now from the windows and the great doors, endowing with complete isolation the figure of the host, who stood on the porch, his hand up in a formal gesture of farewell.",0.128,0.706,0.166,0.4019
"Reading over what I have written so far, I see I have given the impression that the events of three nights several weeks apart were all that absorbed me.",0.0,0.929,0.071,0.2263
"On the contrary, they were merely casual events in a crowded summer, and, until much later, they absorbed me infinitely less than my personal affairs.",0.0,0.927,0.073,0.2023
Most of the time I worked.,0.0,1.0,0.0,0.0
In the early morning the sun threw my shadow westward as I hurried down the white chasms of lower New York to the Probity Trust.,0.08,0.8,0.12,0.2732
"I knew the other clerks and young bondsalesmen by their first names, and lunched with them in dark, crowded restaurants on little pig sausages and mashed potatoes and coffee.",0.0,1.0,0.0,0.0
"I even had a short affair with a girl who lived in Jersey City and worked in the accounting department, but her brother began throwing mean looks in my direction, so when she went on her vacation in July I let it blow quietly away.",0.0,1.0,0.0,0.0
I took dinner usually at the Yale Clubfor some reason it was the gloomiest event of my dayand then I went upstairs to the library and studied investments and securities for a conscientious hour.,0.082,0.853,0.065,-0.1531
"There were generally a few rioters around, but they never came into the library, so it was a good place to work.",0.0,0.817,0.183,0.6423
"After that, if the night was mellow, I strolled down Madison Avenue past the old Murray Hill Hotel, and over 33rd Street to the Pennsylvania Station.",0.0,1.0,0.0,0.0
"I began to like New York, the racy, adventurous feel of it at night, and the satisfaction that the constant flicker of men and women and machines gives to the restless eye.",0.057,0.732,0.211,0.6908
"I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove.",0.055,0.806,0.139,0.5106
"Sometimes, in my mind, I followed them to their apartments on the corners of hidden streets, and they turned and smiled back at me before they faded through a door into warm darkness.",0.056,0.791,0.153,0.5267
"At the enchanted metropolitan twilight I felt a haunting loneliness sometimes, and felt it in otherspoor young clerks who loitered in front of windows waiting until it was time for a solitary restaurant dinneryoung clerks in the dusk, wasting the most poignant moments of night and life.",0.151,0.797,0.052,-0.6124
"Again at eight o'clock, when the dark lanes of the Forties were lined five deep with throbbing taxicabs, bound for the theatre district, I felt a sinking in my heart.",0.0,1.0,0.0,0.0
"Forms leaned together in the taxis as they waited, and voices sang, and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside.",0.0,0.822,0.178,0.6369
"Imagining that I, too, was hurrying towards gaiety and sharing their intimate excitement, I wished them well.",0.0,0.616,0.384,0.7964
"For a while I lost sight of Jordan Baker, and then in midsummer I found her again.",0.15,0.85,0.0,-0.3182
"At first I was flattered to go places with her, because she was a golf champion, and everyone knew her name.",0.0,0.723,0.277,0.7579
Then it was something more.,0.0,1.0,0.0,0.0
"I wasn't actually in love, but I felt a sort of tender curiosity.",0.195,0.805,0.0,-0.2924
"The bored haughty face that she turned to the world concealed somethingmost affectations conceal something eventually, even though they don't in the beginningand one day I found what it was.",0.07,0.93,0.0,-0.2732
"When we were on a houseparty together up in Warwick, she left a borrowed car out in the rain with the top down, and then lied about itand suddenly I remembered the story about her that had eluded me that night at Daisy's.",0.061,0.896,0.042,-0.2023
At her first big golf tournament there was a row that nearly reached the newspapersa suggestion that she had moved her ball from a bad lie in the semifinal round.,0.113,0.841,0.045,-0.4767
The thing approached the proportions of a scandalthen died away.,0.31,0.69,0.0,-0.5574
"A caddy retracted his statement, and the only other witness admitted that he might have been mistaken.",0.14,0.782,0.078,-0.2732
The incident and the name had remained together in my mind.,0.0,1.0,0.0,0.0
"Jordan Baker instinctively avoided clever, shrewd men, and now I saw that this was because she felt safer on a plane where any divergence from a code would be thought impossible.",0.072,0.753,0.175,0.5267
She was incurably dishonest.,0.552,0.448,0.0,-0.5719
"She wasn't able to endure being at a disadvantage and, given this unwillingness, I suppose she had begun dealing in subterfuges when she was very young in order to keep that cool, insolent smile turned to the world and yet satisfy the demands of her hard, jaunty body.",0.077,0.738,0.185,0.7003
It made no difference to me.,0.306,0.694,0.0,-0.296
"Dishonesty in a woman is a thing you never blame deeplyI was casually sorry, and then I forgot.",0.076,0.704,0.219,0.3476
It was on that same houseparty that we had a curious conversation about driving a car.,0.0,0.85,0.15,0.3182
It started because she passed so close to some workmen that our fender flicked a button on one man's coat.,0.0,1.0,0.0,0.0
"""You're a rotten driver,"" I protested.",0.706,0.294,0.0,-0.5859
"""Either you ought to be more careful, or you oughtn't to drive at all.""",0.0,0.873,0.127,0.2247
"""I am careful.""",0.0,1.0,0.0,0.0
"""No, you're not.""",0.0,1.0,0.0,0.0
"""Well, other people are,"" she said lightly.",0.0,1.0,0.0,0.0
"""What's that got to do with it?""",0.0,1.0,0.0,0.0
"""They'll keep out of my way,"" she insisted.",0.0,1.0,0.0,0.0
"""It takes two to make an accident.""",0.0,1.0,0.0,0.0
"""Suppose you met somebody just as careless as yourself.""",0.238,0.762,0.0,-0.3612
"""I hope I never will,"" she answered.",0.0,0.633,0.367,0.4404
"""I hate careless people.",0.756,0.244,0.0,-0.7351
"That's why I like you.""",0.0,0.545,0.455,0.3612
"Her grey, sunstrained eyes stared straight ahead, but she had deliberately shifted our relations, and for a moment I thought I loved her.",0.0,0.683,0.317,0.7845
"But I am slowthinking and full of interior rules that act as brakes on my desires, and I knew that first I had to get myself definitely out of that tangle back home.",0.0,0.891,0.109,0.5499
"I'd been writing letters once a week and signing them ""Love, Nick,"" and all I could think of was how, when that certain girl played tennis, a faint moustache of perspiration appeared on her upper lip.",0.0,0.873,0.127,0.5423
Nevertheless there was a vague understanding that had to be tactfully broken off before I was free.,0.227,0.606,0.167,-0.0516
"Everyone suspects himself of at least one of the cardinal virtues, and this is mine I am one of the few honest people that I have ever known.",0.077,0.737,0.186,0.5267
"CHAPTER IV On Sunday morning while church bells rang in the villages alongshore, the world and its mistress returned to Gatsby's house and twinkled hilariously on his lawn.",0.0,1.0,0.0,0.0
"""He's a bootlegger,"" said the young ladies, moving somewhere between his cocktails and his flowers.",0.0,1.0,0.0,0.0
"""One time he killed a man who had found out that he was nephew to Von Hindenburg and second cousin to the devil.",0.308,0.692,0.0,-0.872
"Reach me a rose, honey, and pour me a last drop into that there crystal glass.""",0.138,0.789,0.072,-0.25
Once I wrote down on the empty spaces of a timetable the names of those who came to Gatsby's house that summer.,0.087,0.913,0.0,-0.2023
"It is an old timetable now, disintegrating at its folds, and headed ""This schedule in effect July 5th, 1922.""",0.0,1.0,0.0,0.0
"But I can still read the grey names, and they will give you a better impression than my generalities of those who accepted Gatsby's hospitality and paid him the subtle tribute of knowing nothing whatever about him.",0.0,0.753,0.247,0.8462
"From East Egg, then, came the Chester Beckers and the Leeches, and a man named Bunsen, whom I knew at Yale, and Doctor Webster Civet, who was drowned last summer up in Maine.",0.115,0.885,0.0,-0.5994
"And the Hornbeams and the Willie Voltaires, and a whole clan named Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near.",0.0,0.915,0.085,0.3612
"And the Ismays and the Chrysties or rather Hubert Auerbach and Mr. Chrystie's wife, and Edgar Beaver, whose hair, they say, turned cottonwhite one winter afternoon for no good reason at all.",0.063,0.855,0.083,0.1779
"Clarence Endive was from East Egg, as I remember.",0.0,1.0,0.0,0.0
"He came only once, in white knickerbockers, and had a fight with a bum named Etty in the garden.",0.14,0.86,0.0,-0.3818
"From farther out on the Island came the Cheadles and the O. R. P. Schraeders, and the Stonewall Jackson Abrams of Georgia, and the Fishguards and the Ripley Snells.",0.0,1.0,0.0,0.0
"Snell was there three days before he went to the penitentiary, so drunk out on the gravel drive that Mrs. Ulysses Swett's automobile ran over his right hand.",0.141,0.762,0.098,-0.1069
"The Dancies came, too, and S. B. Whitebait, who was well over sixty, and Maurice A. Flink, and the Hammerheads, and Beluga the tobacco importer, and Beluga's girls.",0.0,0.928,0.072,0.2732
"From West Egg came the Poles and the Mulreadys and Cecil Roebuck and Cecil Schoen and Gulick the State senator and Newton Orchid, who controlled Films Par Excellence, and Eckhaust and Clyde Cohen and Don S. Schwartz the son and Arthur McCarty, all connected with the movies in one way or another.",0.0,0.926,0.074,0.6249
"And the Catlips and the Bembergs and G. Earl Muldoon, brother to that Muldoon who afterward strangled his wife.",0.163,0.837,0.0,-0.5423
"Da Fontano the promoter came there, and Ed Legros and James B.",0.0,1.0,0.0,0.0
"""RotGut"" Ferret and the De Jongs and Ernest Lillythey came to gamble, and when Ferret wandered into the garden it meant he was cleaned out and Associated Traction would have to fluctuate profitably next day.",0.0,0.929,0.071,0.3818
"A man named Klipspringer was there so often that he became known as ""the boarder""I doubt if he had any other home.",0.111,0.889,0.0,-0.3612
Of theatrical people there were Gus Waize and Horace O'Donavan and Lester Myer and George Duckweed and Francis Bull.,0.0,1.0,0.0,0.0
"Also from New York were the Chromes and the Backhyssons and the Dennickers and Russel Betty and the Corrigans and the Kellehers and the Dewars and the Scullys and S. W. Belcher and the Smirkes and the young Quinns, divorced now, and Henry L. Palmetto, who killed himself by jumping in front of a subway train in Times Square.",0.073,0.927,0.0,-0.6705
Benny McClenahan arrived always with four girls.,0.0,1.0,0.0,0.0
"They were never quite the same ones in physical person, but they were so identical one with another that it inevitably seemed they had been there before.",0.0,1.0,0.0,0.0
"I have forgotten their namesJaqueline, I think, or else Consuela, or Gloria or Judy or June, and their last names were either the melodious names of flowers and months or the sterner ones of the great American capitalists whose cousins, if pressed, they would confess themselves to be.",0.038,0.88,0.082,0.4939
"In addition to all these I can remember that Faustina O'Brien came there at least once and the Baedeker girls and young Brewer, who had his nose shot off in the war, and Mr. Albrucksburger and Miss Haag, his fiance, and Ardita FitzPeters and Mr. P. Jewett, once head of the American Legion, and Miss Claudia Hip, with a man reputed to be her chauffeur, and a prince of something, whom we called Duke, and whose name, if I ever knew it, I have forgotten.",0.106,0.894,0.0,-0.7906
All these people came to Gatsby's house in the summer.,0.0,1.0,0.0,0.0
"At nine o'clock, one morning late in July, Gatsby's gorgeous car lurched up the rocky drive to my door and gave out a burst of melody from its threenoted horn.",0.0,0.875,0.125,0.6124
"It was the first time he had called on me, though I had gone to two of his parties, mounted in his hydroplane, and, at his urgent invitation, made frequent use of his beach.",0.0,0.873,0.127,0.5423
"""Good morning, old sport.",0.0,0.508,0.492,0.4404
"You're having lunch with me today and I thought we'd ride up together.""",0.0,1.0,0.0,0.0
"He was balancing himself on the dashboard of his car with that resourcefulness of movement that is so peculiarly Americanthat comes, I suppose, with the absence of lifting work in youth and, even more, with the formless grace of our nervous, sporadic games.",0.087,0.852,0.061,-0.0429
This quality was continually breaking through his punctilious manner in the shape of restlessness.,0.145,0.855,0.0,-0.296
He was never quite still there was always a tapping foot somewhere or the impatient opening and closing of a hand.,0.098,0.759,0.143,0.25
He saw me looking with admiration at his car.,0.0,0.696,0.304,0.5423
"""It's pretty, isn't it, old sport?""",0.0,0.61,0.39,0.4939
He jumped off to give me a better view.,0.0,0.707,0.293,0.4404
"""Haven't you ever seen it before?""",0.0,1.0,0.0,0.0
I'd seen it.,0.0,1.0,0.0,0.0
Everybody had seen it.,0.0,1.0,0.0,0.0
"It was a rich cream colour, bright with nickel, swollen here and there in its monstrous length with triumphant hatboxes and supperboxes and toolboxes, and terraced with a labyrinth of windshields that mirrored a dozen suns.",0.0,0.752,0.248,0.872
"Sitting down behind many layers of glass in a sort of green leather conservatory, we started to town.",0.0,1.0,0.0,0.0
"I had talked with him perhaps half a dozen times in the past month and found, to my disappointment, that he had little to say.",0.13,0.87,0.0,-0.5106
"So my first impression, that he was a person of some undefined consequence, had gradually faded and he had become simply the proprietor of an elaborate roadhouse next door.",0.0,0.926,0.074,0.2878
And then came that disconcerting ride.,0.0,1.0,0.0,0.0
We hadn't reached West Egg village before Gatsby began leaving his elegant sentences unfinished and slapping himself indecisively on the knee of his caramelcoloured suit.,0.106,0.742,0.152,0.3191
"""Look here, old sport,"" he broke out surprisingly, ""what's your opinion of me, anyhow?""",0.165,0.706,0.129,-0.1531
"A little overwhelmed, I began the generalized evasions which that question deserves.",0.108,0.892,0.0,-0.024
"""Well, I'm going to tell you something about my life,"" he interrupted.",0.167,0.833,0.0,-0.296
"""I don't want you to get a wrong idea of me from all these stories you hear.""",0.236,0.764,0.0,-0.5142
So he was aware of the bizarre accusations that flavoured conversation in his halls.,0.277,0.723,0.0,-0.5574
"""I'll tell you God's truth.""",0.0,1.0,0.0,0.0
His right hand suddenly ordered divine retribution to stand by.,0.0,0.541,0.459,0.7783
"""I am the son of some wealthy people in the Middle Westall dead now.",0.229,0.638,0.133,-0.4215
"I was brought up in America but educated at Oxford, because all my ancestors have been educated there for many years.",0.0,1.0,0.0,0.0
"It is a family tradition.""",0.0,1.0,0.0,0.0
He looked at me sidewaysand I knew why Jordan Baker had believed he was lying.,0.207,0.793,0.0,-0.5267
"He hurried the phrase ""educated at Oxford,"" or swallowed it, or choked on it, as though it had bothered him before.",0.221,0.779,0.0,-0.6597
"And with this doubt, his whole statement fell to pieces, and I wondered if there wasn't something a little sinister about him, after all.",0.111,0.775,0.114,0.014
"""What part of the Middle West?""",0.0,1.0,0.0,0.0
I inquired casually.,0.0,0.37,0.63,0.1779
"""San Francisco.""",0.0,1.0,0.0,0.0
"""I see.""",0.0,1.0,0.0,0.0
"""My family all died and I came into a good deal of money.""",0.232,0.581,0.187,-0.1779
"His voice was solemn, as if the memory of that sudden extinction of a clan still haunted him.",0.227,0.773,0.0,-0.5267
"For a moment I suspected that he was pulling my leg, but a glance at him convinced me otherwise.",0.076,0.737,0.187,0.4767
"""After that I lived like a young rajah in all the capitals of EuropeParis, Venice, Romecollecting jewels, chiefly rubies, hunting big game, painting a little, things for myself only, and trying to forget something very sad that had happened to me long ago.""",0.113,0.769,0.118,0.0534
With an effort I managed to restrain my incredulous laughter.,0.0,0.714,0.286,0.4939
"The very phrases were worn so threadbare that they evoked no image except that of a turbaned ""character"" leaking sawdust at every pore as he pursued a tiger through the Bois de Boulogne.",0.139,0.861,0.0,-0.5667
"""Then came the war, old sport.",0.438,0.562,0.0,-0.5994
"It was a great relief, and I tried very hard to die, but I seemed to bear an enchanted life.",0.164,0.501,0.334,0.6214
I accepted a commission as first lieutenant when it began.,0.0,0.769,0.231,0.2732
In the Argonne Forest I took the remains of my machinegun battalion so far forward that there was a half mile gap on either side of us where the infantry couldn't advance.,0.0,1.0,0.0,0.0
"We stayed there two days and two nights, a hundred and thirty men with sixteen Lewis guns, and when the infantry came up at last they found the insignia of three German divisions among the piles of dead.",0.107,0.893,0.0,-0.6486
